id,text,tags,colors
5063,,lightning;electricity;dark;blue;storm,black;blue
5064,,anime;eyes;girl;face;orange,white;red
5065,,yellow;stripes;abstract;texture,yellow;white
5066,,yellow;stripes;abstract;texture,yellow;white
5067,,psychedelic;colorful;noise;frame;blue,blue;white;purple
5068,,psychedelic;colorful;noise;frame;red,white;red;pink
5069,,psychedelic;colorful;noise;frame;orange,white;green;yellow;orange
5070,,psychedelic;colorful;noise;frame;green,green;white
5071,,psychedelic;colorful;noise;frame;magenta,white;pink;purple
5072,,noise;texture;frame;black and white,white;black;gray
5073,,noise;texture;frame;gray;white,white
5074,South Park,south park;cartoon;kenny;kyle;stan;cartman;tv show,blue
5075,,space;planet;stars;black;galaxy,black;white;gray
5076,SSM pixelhaus,ssm;pixelhaus;abstract;texture;red,red;gray
5077,SSM pixelhaus,ssm;pixelhaus;abstract;swirl;purple;orange,blue;orange;red;gray
5078,SSM pixelhaus,ssm;pixelhaus;abstract;swirl;blue,blue;white
5079,SSM pixelhaus,ssm;pixelhaus;abstract;photo;red,gray;red
5080,SSM pixelhaus,ssm;pixelhaus;abstract;texture;pink,gray;pink;red
5081,SSM pixelhaus,ssm;pixelhaus;abstract;swirl;green,green;blue;gray;cyan
5082,SSM pixelhaus,ssm;pixelhaus;abstract;wood grain;tan,gray;white;yellow;brown
5083,SSM pixelhaus,ssm;pixelhaus;abstract;texture;gray,white;gray
5084,SSM pixelhaus,ssm;pixelhaus;abstract;flower;red;pink,pink;red;gray
5085,SSM pixelhaus,ssm;pixelhaus;abstract;lightning;blue,blue;gray;white
5086,SSM pixelhaus,ssm;pixelhaus;abstract;photo;red,gray;red;white;pink
5087,SSM pixelhaus,ssm;pixelhaus;abstract;texture;pink,pink;red
5088,,alien;alien head;gradient;green;black,green;black
5089,,planet;sphere;dark;green;space,green;gold;black
5090,,gradient;abstract;purple;green,brown;pink;green;purple
5091,SSM,ssm;abstract;swirl;fire;orange,white;yellow;orange;red
5092,SSM,ssm;abstract;swirl;orange,white;orange;brown
5093,SSM,ssm;abstract;psychedelic;rainbow;swirl,white;orange
5094,SSM,ssm;abstract;zebra;black and white;swirl,white;gray;black
5095,SSM,ssm;abstract;swirl;teal,white;green;cyan
5096,SSM,ssm;abstract;swirl;red;blue,white;red;black
5097,SSM,ssm;abstract;swirl;red;orange,white;blue
5098,SSM,ssm;abstract;bubbles;red;brown,red;white;black
5099,SSM,ssm;abstract;swirl;psychedelic,white;black;gray;brown
5100,SSM,ssm;abstract;stripes;blue,blue;white
5101,SSM,ssm;abstract;gray;metal,gray;white
5102,SSM,ssm;abstract;swirl;rainbow,white;pink
5103,SSM,ssm;abstract;swirl;teal,white;gray;cyan;green
5104,SSM,ssm;abstract;swirl;pastel,white;gray;blue
5105,SSM,ssm;abstract;gradient;blue;purple,white;purple;blue
5106,SSM,ssm;abstract;swirl;teal,white;cyan;blue
5107,SSM,ssm;abstract;psychedelic;purple,white;blue
5108,SSM,ssm;abstract;stripes;red;blue,white;black
5109,SSM,ssm;abstract;gold;pattern,white;brown
5110,SSM,ssm;abstract;camouflage;green,black;white
5111,,woman;cartoon;animated;face;asian,yellow;gray;brown;orange
5112,,south park;cartoon;kenny;cartman;tv show,gray;green;white
5113,,paw prints;footprints;green;animal,white;green
5114,,cartoon;cat;face;character,white;cyan
5115,,bugs;insects;beetle;spider;hazard stripes,white
5116,Gay Pride,gay pride;rainbow;pride flag;pink triangle;lgbt,green;blue;red
5117,Laser,laser;splat;red;logo,white;pink
5118,,dark;texture;frame;black;plain,white;black
5119,SSM,ssm;green;frame;plain,white;green;black
5120,,green;stripes;frame;black,white;black;green
5121,,mac;finder;gothic lettering;blue;red,blue;white;pink;gray
5122,,woman;face;photo;eyes,white;gray;brown
5123,,cow print;spots;red;white;pattern,white;red
5124,,distorted lettering;red;white;graffiti,white;red;pink
5125,,woman;eyes;face;photo;black and white,gray
5126,This is ... Thats ME!,this is me;gradient;blue;gold;name bar,white;blue;orange;brown
5127,,glow;lens flare;purple;gradient,purple;blue;white;pink
5128,,woman;face;photo;faded;white,white;gray
5129,,american flag;usa;statue of liberty;patriotic;flag,gray;cyan;white;red
5130,,american flag;usa;bald eagle;eagle;patriotic;flag,red;white;gray;orange
5131,,american flag;usa;money;patriotic;flag,green;white;gray;red
5132,,iron cross;german;ww2;airplane;military;luftwaffe,white
5133,Powered by APACHE,apache;web server;feather;logo;software,white;pink
5134,Coca-Cola always,coca-cola;coke;soda;brand;red,pink;red
5135,"""I'm The Dude.""",the big lebowski;the dude;movie;quote;yellow,yellow;orange;gold
5136,"""It's a weekday?""",the big lebowski;movie;quote;yellow,yellow;orange;gold
5137,"""A world of pain!""",the big lebowski;walter;movie;quote;yellow,yellow;orange;gold
5138,hp,hp;hewlett packard;logo;brand;blue;gradient,blue;white
5139,,gradient;black and white;rainbow;stripe,gray;white;black
5140,NSA of the USA,nsa;usa;government;spy;gradient,red;white;pink;blue
5141,SURGE,surge;soda;drink;brand;red,red;pink
5142,,cartoon;dog;character;brown,brown
5143,,yellow;glow;black;stripe,yellow;gold;black
5144,,rainbow;spectrum;black;stripe,blue;black;red;green
5145,hell inside,intel inside;parody;skull;crossbones;gradient,white;black;gray
5146,FBI,fbi;x-files;government;gradient;black and white,gray;white
5147,,cartoon;yellow;faces;character,yellow;white
5148,the truth is out there,x-files;alien;ufo;tv show;black,black;gray;white
5149,what a babe!,woman;pin-up;retro;babe;red;gradient,pink;red;white
5150,,abstract;diagonal;blue;yellow;texture,blue;red;yellow
5151,,blue;texture;gradient;abstract,blue;cyan
5152,,blue;yellow;glow;gradient,blue;yellow
5153,,purple;white;gradient;abstract,white;purple
5154,,purple;glow;gradient;dark,purple
5155,,red;texture;gradient;plain,red;pink
5156,,devil;demon;face;red;pink,pink;red
5157,,red eyes;dark;evil;gray;gradient,gray;black
5158,,skin;face;peach;photo,orange;pink;brown;red
5159,,light blue;gradient;plain;diagonal,white;blue
5160,,rainbow;gradient;blue;spectrum,blue
5161,,bubbles;water;blue;gradient,blue;cyan
5162,,abstract;fractal;orange;red;dark,black;red;brown;gray
5163,,abstract;fractal;brown;dark,brown;black;gray
5164,,green balls;spheres;swirl;black and white;abstract,gray;white;green
5165,,psychedelic;pastel;purple;abstract,blue;purple;pink
5166,,psychedelic;swirl;teal;green;abstract,green;cyan
5167,,psychedelic;red;black;swirl;abstract,red;black;pink
5168,,psychedelic;rainbow;swirl;abstract,blue;green;cyan
5169,,psychedelic;blue;swirl;abstract,blue;green;black;cyan
5170,,abstract;gold;swirl;orange,brown;orange
5171,,psychedelic;rainbow;waves;abstract,green;orange;red
5172,,abstract;purple;gold;swirl,pink;purple
5173,,gold;orange;texture;plain,orange;yellow;brown
5174,,face;fire;orange;abstract,red;yellow;orange
5175,,green;dots;apple;dark,black;green
5176,Think Fjords,think different;parody;hotline;alien;black,white;gray;black
5177,,swirl;teal;car;gray,white;gray;cyan
5178,,anime;eyes;face;pink;magenta,pink;brown
5179,Emily,emily;name;apple;rainbow apple logo;purple,purple;blue;white
5180,,face;eyes;glasses;photo;gray,white;gray
5181,Carnage Masters,carnage masters;clan;orange;gradient,orange;gray;blue
5182,,cartoon;faces;pink;orange,pink;white;orange
5183,,calvin and hobbes;hobbes;tiger;cartoon;comic;black and white,white;gray
5184,BTS Time Flies,time flies;bts;sketch;black and white,white;gray
5185,Been There Downloaded That.,download;globe;checkmark;progress bar;internet,gray;white
5186,BTS,cartoon;dog;sketch;black and white;bts,white;gray
5187,,cartoon;comic;characters;black and white;doodles,white;gray
5188,is on bungie.net,bungie;bungie.net;game;myth;red,brown;red;gray;black
5189,Get in the Game Clan Lord,clan lord;game;mmo;delta tao;black,black;gold
5190,Hotline,hotline;apple;rainbow apple logo;psychedelic;colorful,gray;green
5191,Hotline,hotline;apple;rainbow apple logo;psychedelic;colorful,blue;gray;pink
5192,,lens flare;red;dark;space;glow,red
5193,,graffiti;colorful;street art;cartoon,white;yellow
5194,LiveBoyDeadGirl,face;eyes;angry;horror;red,gray;black;white
5195,,apple;rainbow apple logo;mac;pale blue,white;blue
5196,,apple;finder;rainbow apple logo;mac;pale blue,white;blue
5197,Think different.,apple;think different;mac;gray,gray
5198,,fantasy;hand;creature;art;purple,gray;white;pink
5199,LIFE IS GOOD,woman;face;photo;life is good;purple,gray
5200,,faces;men;photo;movie,brown;white;red;orange
5201,,green;gradient;plain,green;white
5202,,cyan;gradient;plain,cyan;white
5203,,yellow;gradient;plain,yellow;white
5204,,pink;magenta;gradient;plain,pink;white
5205,,yellow;gradient;plain,yellow
5206,,blue;gradient;plain,blue
5207,,green;gradient;plain,green
5208,,yellow;gradient;plain,yellow
5209,,orange;gradient;plain,orange
5210,,red;gradient;plain,red;pink
5211,,purple;bar;3d;plain,purple
5212,,teal;bar;3d;plain,cyan
5213,,blue;purple;bar;3d;plain,blue;purple
5214,,red;bar;3d;plain,red
5215,,green;bar;3d;plain,green
5216,,blue;gray;texture;plain,blue;white
5217,,purple;gradient;plain,purple
5218,FRIENDS,friends;tv show;sitcom;red;black,red;black;gray
5219,,anime;face;eyes;dark,black;blue;gray
5220,,anime;blue;face;character,blue
5221,,anime;green;face;girl,green
5222,LEXX,lexx;tv show;sci-fi;woman;eyes,white;gray
5223,Buffy,buffy the vampire slayer;buffy;tv show;woman;eyes,gray;green;orange;red
5224,FRASIER,frasier;tv show;sitcom;blue,blue;black
5225,STAR TREK DEEP SPACE NINE,star trek;deep space nine;ds9;sci-fi;tv show;space,black;gray
5226,STAR TREK VOYAGER,star trek;voyager;starship;sci-fi;tv show;space,black;blue;gray
5227,,star trek;voyager;starship;woman;face;sci-fi,gray;black;blue
5228,METAL GEAR,metal gear;konami;video game;red,red;black;brown
5229,,evangelion;anime;shinji;boy;dark,black
5230,Cats,cat;cat eyes;eyes;animal;green,green;gray
5231,Cats,cat;cat eyes;eyes;animal;green,green;orange;red
5232,Cats,cat;white cat;eyes;animal;green,green;white
5233,Cats,tiger;cat;eyes;animal;green,green
5234,Cats,cat;lynx;eyes;animal;green,green;gray
5235,,playstation;sony;controller;video game;logo,white;gray
5236,Sublime,sublime;band;music;dither,white;orange;gold;yellow
5237,Think Different,apple;think different;rainbow apple logo;imac;mac;purple,blue;purple;yellow
5238,METALLICA,metallica;band;metal;music;logo,white;gray;black
5239,KoЯn,korn;band;metal;music;logo,white;black;gray
5240,PANTERA,pantera;band;metal;music;logo,white;gray;black
5241,Watford F.C,watford;football;soccer;sports;club;yellow,black;yellow;gold;red
5242,Mr.BIG,king of fighters;kof;snk;fighting game;mr big;video game,gray;brown;orange
5243,LUNAR hope springs eternal,lunar;rpg;video game;anime;blue,blue
5244,NEO-GEO,neo geo;snk;fighting game;king of fighters;video game;red,red
5245,BLUE MARY,king of fighters;kof;snk;blue mary;fighting game;video game,gray
5246,Leona,king of fighters;kof;snk;leona;fighting game;video game,gray;orange;brown;black
5247,Fighters '95,king of fighters;kof 95;snk;fighting game;video game,white;brown;red
5248,KIM,king of fighters;kof;snk;kim;fighting game;video game,brown;gray;orange;red
5249,KENSOU,king of fighters;kof;snk;kensou;fighting game;video game,red;orange;brown;gray
5250,iori,king of fighters;kof;snk;iori;fighting game;video game,gray;red;orange;brown
5251,GORO,king of fighters;kof;snk;goro;fighting game;video game,brown;orange;gray
5252,Geese,king of fighters;fatal fury;snk;geese howard;fighting game;video game,gray;orange;brown
5253,,anime;eyes;purple;dark;video game,gray;pink;black;white
5254,Mao-Mao,snk;fighting game;anime;video game;character,red;orange;gray
5255,,king of fighters;kof;snk;fighting game;video game,gray;orange;brown
5256,,hammer and sickle;soviet;communist;ussr;flag;red,red
5257,YURI,king of fighters;kof;snk;yuri;fighting game;video game,gray;orange
5258,Todo,king of fighters;art of fighting;snk;todo;fighting game;video game,brown;gray;orange
5259,TERRY,king of fighters;fatal fury;snk;terry bogard;fighting game;video game,gray;red;brown;orange
5260,NEO-GEO Rosa,neo geo;snk;rosa;fighting game;video game;blue,blue;black
5261,RYO,king of fighters;art of fighting;snk;ryo;fighting game;video game,blue;gray;orange
5262,RB2 GIGA POWER,real bout 2;fatal fury;snk;neo geo;fighting game;video game,gray;red;black
5263,RBS NEO-GEO,real bout special;fatal fury;snk;neo geo;fighting game;video game,white;gray
5264,,face;woman;sketch;gray,white;gray
5265,,geometric;shapes;colorful;abstract;blue,blue;green
5266,intel inside,gun;pistol;intel inside;parody;eclipse,white;blue;gray;pink
5267,,elmo;sesame street;muppet;brick wall,gray;white
5268,,green;slime;texture;dark,green;black
5269,,south park;cartoon;kenny;cartman;kyle;tv show,gray;green;white
5270,deftones,deftones;band;music;alien;green,green;gray;cyan
5271,,anime;girl;face;purple;pastel,blue;purple
5272,,scuba;diver;diving flag;underwater;water,cyan
5273,CN,cartoon network;tv channel;logo;purple,purple;white
5274,,pixel art;characters;video game;gold;sprite,orange;brown
5275,,green;scales;texture;reptile,green;white;black
5276,Green Day,green day;band;punk;music;black,black;gray;white
5277,Bondi Blue Sucks,imac;bondi blue;rainbow;apple;parody,green;red;pink
5278,Future Cop,future cop;video game;robot;mech,blue;gray
5279,Fallout,fallout;video game;rpg;post-apocalyptic,gray;brown
5280,Myth II,myth ii;bungie;video game;strategy,gray;brown;blue
5281,EPISODE I,star wars;episode i;phantom menace;darth vader;queen amidala;movie,white;gray;brown
5282,CONTENT RATED BY ESRB,esrb;rating;video game;blue,blue;gray;white
5283,,quake;doom;video game;soldier;dark,gray;brown
5284,,demon;red eyes;horror;fire;dark,gray;black;white;red
5285,STARFLEET ACADEMY,star trek;starfleet academy;video game;starship;space,blue;gray;white
5286,Unreal,unreal;epic games;video game;fps,gray;black;brown
5287,RIVEN,riven;myst;video game;adventure;landscape,gray
5288,DARK,dark;gradient;orange;fantasy,gray;orange;red;black
5289,StarCraft,starcraft;blizzard;zerg;video game;rts,gray;black;blue
5290,SC,starcraft;blizzard;zerg;video game;rts,gray;blue;black
5291,DARK VENGEANCE,dark vengeance;video game;fire;red,gray;white;red
5292,,woman;face;anime;fantasy;red,gray;red;orange
5293,"0K Ul, 0K Dl, 1092M Chat",hotline;stats;upload;download;chat;pixel art,white
5294,CARMAGEDDON,carmageddon;video game;car;red,gray;red;white
5295,,fire;flames;orange;dark,red;gray;black
5296,,lightning;storm;dark;teal,gray;blue
5297,,pattern;wavy lines;blue;white,blue;white
5298,,pattern;texture;brown;dark,gray;white
5299,,stripes;zebra;black and white;pattern,gray;white
5300,,chain;links;metal;black and white,white;gray;black
5301,,rising sun;japanese flag;battleship;japan;military;ww2,red;pink;gray;white
5302,,cartoon;cat;eyes;green;colorful,green;blue
5303,,texture;rust;brown;plain,red;orange
5304,,texture;orange;dark;abstract,white;black;brown
5305,,dragon;creature;blue;dark;fantasy,blue;gray;red;black
5306,,woman;fighting game;video game;red;dark,white;black;red
5307,SOULBLIGHTER,soulblighter;myth;bungie;video game;face,brown;gray;red
5308,SC,starcraft;blizzard;video game;characters;rts,black;gray;white;brown
5309,WARHAMMER,warhammer;games workshop;robot;mech;gaming,white;gray
5310,,anime;girl;face;eyes;wink,cyan;gray;white;blue
5311,THE HAMSTER DANCE,hamster dance;hamster;meme;internet;cute,white;gray
5312,SCi CARMAGEDDON 2,carmageddon 2;sci;video game;racing,gray
5313,Audi,audi;car;rings;logo;brand,white;gray;blue
5314,HaXorize-,hacker;haxor;folder;blue;red,blue;white
5315,Yankees,new york yankees;baseball;sports;ny logo;navy,blue;white
5316,StarCraft,starcraft;blizzard;video game;rts,gray;white;black;brown
5317,SCi CARMAGEDDON 2,carmageddon 2;sci;video game;racing,gray
5318,,eye;cat;woman;blue;close-up,gray;brown;black
5319,,transformers;decepticon;robot;cartoon;pink,pink;white;purple
5320,,transformers;decepticon;robot;cartoon;purple,purple;white;pink;gray
5321,,transformers;robot;cartoon;blue;white,blue;gray
5322,,transformers;decepticon;robot;cartoon;green;red,green;cyan;red
5323,MTB Mountain Biker,mountain bike;mtb;biking;cycling;forest,gray;black;green
5324,,dragon;cartoon;green;water;sea monster,cyan;green;blue
5325,,blue;dark;plain;gradient,blue;gray
5326,,scuba;diver;diving flag;underwater;water,cyan
5327,,spaceship;space;green;sci-fi;black,green;black
5328,,woman;eyes;face;black and white;drawing,gray;white
5329,,abstract;sketch;black and white;pattern,gray;white
5330,NEO-GEO,neo geo;snk;video game;face,white;brown
5331,I dont respond to ignorance...,x;red x;quote;blue;ignore,blue;white
5332,Got Apple?,apple;got milk parody;rainbow apple logo;mac;black,gray;white;black
5333,STUDIO SF,studio sf;bubbles;blue;water,blue;cyan
